Zip Code,1 year CAGR,2 year CAGR,3 year CAGR,1 year returns,2 year returns,3 year returns,max 12 month loss,risk 12 month loss,CREATED,
1001,0.0301,0.0273,0.0244,0.0301,0.0553,0.075,-0.082615,0.119625,2018-06-12 17:26:50,
1002,0.0618,0.0578,0.0531,0.0618,0.119,0.1679,-0.072026,0.044348,2018-10-30 14:28:51,90
1003,,,,,,,,,2018-06-12 17:26:50,1156
1004,,,,,,,,,2018-06-12 17:26:50,1156
1005,0.0546,0.0473,0.0405,0.0546,0.0969,0.1263,-0.068182,0.057325,2018-06-12 17:26:50,
1007,0.038,0.0343,0.0311,0.038,0.0698,0.0963,-0.074824,0.085656,2018-06-12 17:26:50,
1008,0.0406,0.0379,0.0355,0.0406,0.0773,0.1103,-0.060126,0.06945,2018-06-12 17:26:50,
1009,,,,,,,,,2018-06-12 17:26:50,
1010,0.0407,0.036,0.0321,0.0407,0.0734,0.0996,-0.09064,0.080913,2018-06-12 17:26:50,
1011,0.0358,0.033,0.0302,0.0358,0.0671,0.0933,-0.075186,0.093092,2018-06-12 17:26:50,
1012,,,,,,,,,2018-06-12 17:26:50,
1013,0.0376,0.0337,0.0304,0.0376,0.0685,0.0939,-0.074854,0.089865,2018-06-12 17:26:50,
1020,0.0462,0.043,0.039,0.0462,0.0878,0.1215,-0.076079,0.073571,2018-11-01 13:38:20,
1022,0.0339,0.0306,0.0272,0.0339,0.0621,0.0837,-0.09799,0.102206,2018-06-12 17:26:50,
1026,0.0401,0.0364,0.0333,0.0401,0.0742,0.1032,-0.071999,0.078616,2018-06-12 17:26:50,
1027,0.0393,0.0364,0.0337,0.0393,0.0741,0.1046,-0.066202,0.076173,2018-06-12 17:26:50,
1028,0.0334,0.0297,0.0266,0.0334,0.0604,0.0819,-0.078838,0.103969,2018-06-12 17:26:50,
1029,,,,,,,,,2018-06-12 17:26:50,
1030,0.035,0.0315,0.0285,0.035,0.0641,0.088,-0.072279,0.096637,2018-06-12 17:26:50,
1031,0.054,0.0489,0.0438,0.054,0.1001,0.1371,-0.040157,0.053979,2018-06-12 17:26:50,
1032,,,,,,,,,2018-06-12 17:27:15,
1033,0.0343,0.0304,0.0274,0.0343,0.0618,0.0845,-0.07146,0.101618,2018-06-12 17:27:15,
1034,0.0384,0.0343,0.0307,0.0384,0.0697,0.095,-0.08715,0.085002,2018-06-12 17:27:15,
1035,0.0441,0.0409,0.038,0.0441,0.0835,0.1184,-0.068796,0.059617,2018-06-12 17:27:15,
1036,0.033,0.0299,0.0271,0.033,0.0608,0.0835,-0.079115,0.099411,2018-06-12 17:27:15,
1037,,,,,,,,,2018-06-12 17:27:15,
1038,0.0364,0.0337,0.0313,0.0364,0.0686,0.0968,-0.060685,0.085916,2018-06-12 17:27:15,
1039,0.0374,0.0339,0.031,0.0374,0.069,0.0958,-0.068114,0.087455,2018-06-12 17:27:15,
1040,0.0335,0.0305,0.0276,0.0335,0.0618,0.0851,-0.078687,0.097165,2018-06-12 17:27:15,
1050,0.041,0.038,0.0352,0.041,0.0775,0.1095,-0.068172,0.071144,2018-06-12 17:27:15,
1053,0.0331,0.0306,0.0282,0.0331,0.062,0.087,-0.064016,0.095264,2018-06-12 17:27:15,
1054,0.0559,0.048,0.0405,0.0559,0.0983,0.1264,-0.077523,0.056782,2018-06-12 17:27:15,
1056,0.0366,0.0329,0.0298,0.0366,0.067,0.0921,-0.074565,0.090784,2018-06-12 17:27:15,
1057,0.0411,0.0369,0.0333,0.0411,0.0752,0.1033,-0.085216,0.076433,2018-06-12 17:27:15,
1060,0.0412,0.0382,0.0355,0.0412,0.078,0.1104,-0.064873,0.066875,2018-06-12 17:27:15,
1062,0.0473,0.0452,0.0432,0.0473,0.0925,0.1354,-0.034437,0.053874,2018-06-12 17:27:15,
1063,,,,,,,,,2018-06-12 17:27:15,
1066,,,,,,,,,2018-06-12 17:27:15,
1068,0.0538,0.0473,0.0413,0.0538,0.0969,0.1292,-0.052557,0.057436,2018-06-12 17:27:15,
1069,0.0328,0.0295,0.0264,0.0328,0.0598,0.0813,-0.087383,0.100472,2018-06-12 17:27:15,
1070,,,,,,,,,2018-06-12 17:27:15,
1071,0.0382,0.0353,0.0326,0.0382,0.0718,0.101,-0.068308,0.079655,2018-06-12 16:52:09,
1072,0.0471,0.0442,0.0415,0.0471,0.0903,0.1296,-0.002111,0.059852,2018-06-12 16:52:10,
1073,0.0339,0.0311,0.0285,0.0339,0.0631,0.0879,-0.068142,0.095739,2018-06-12 16:52:11,
1074,,,,,,,,,2018-06-12 16:52:13,
1075,0.0363,0.032,0.0285,0.0363,0.0651,0.0879,-0.084459,0.095696,2018-06-12 16:52:14,
1077,0.0324,0.0296,0.0271,0.0324,0.0601,0.0834,-0.06785,0.102318,2018-06-12 16:52:15,
1079,,,,,,,,,2018-06-12 16:52:16,
1080,0.0337,0.0297,0.0262,0.0337,0.0603,0.0807,-0.088891,0.103342,2018-06-12 16:52:17,
1081,0.0337,0.0309,0.0283,0.0337,0.0627,0.0874,-0.067631,0.096569,2018-06-12 16:52:18,
1082,0.0348,0.0301,0.0266,0.0348,0.0612,0.0819,-0.089891,0.101332,2018-06-12 16:52:19,
1083,0.0524,0.0478,0.0435,0.0524,0.0978,0.1362,-0.026357,0.054803,2018-06-12 16:52:20,
1084,,,,,,,,,2018-06-12 16:52:21,
1085,0.0361,0.0326,0.0297,0.0361,0.0664,0.0916,-0.070065,0.092285,2018-06-12 16:52:23,
1086,0.0442,0.0418,0.0396,0.0442,0.0854,0.1234,-0.044775,0.062625,2018-06-12 16:52:24,
1088,,,,,,,,,2018-06-12 16:52:25,
1089,0.0345,0.032,0.0294,0.0345,0.065,0.0907,-0.067522,0.097814,2018-06-12 16:52:27,
1092,0.0478,0.0444,0.0412,0.0478,0.0907,0.1286,-0.011572,0.060362,2018-06-12 16:52:28,
1093,,,,,,,,,2018-06-12 16:52:29,
1094,,,,,,,,,2018-06-12 16:52:30,
1095,0.0248,0.022,0.0195,0.0248,0.0446,0.0597,-0.075367,0.146084,2018-06-12 16:52:32,
1096,0.0406,0.037,0.034,0.0406,0.0755,0.1055,-0.067118,0.076971,2018-06-12 16:52:35,
1097,,,,,,,,,2018-06-12 16:52:37,
1098,0.0369,0.03,0.026,0.0369,0.0609,0.08,-0.076472,0.097566,2018-06-12 16:52:38,
1103,0.0436,0.0387,0.0347,0.0436,0.0789,0.1077,-0.092843,0.07269,2018-06-12 16:52:40,
1104,0.0361,0.0311,0.027,0.0361,0.0632,0.0832,-0.102274,0.098511,2018-06-12 16:52:42,
1105,0.038,0.0304,0.0257,0.038,0.0618,0.079,-0.105148,0.095115,2018-06-12 16:52:43,
1106,0.026,0.0231,0.0205,0.026,0.0468,0.0627,-0.081737,0.132561,2018-06-12 16:52:44,
1107,0.0327,0.0282,0.0245,0.0327,0.0572,0.0752,-0.093531,0.112451,2018-06-12 16:52:45,
1108,0.0329,0.0285,0.0248,0.0329,0.0579,0.0762,-0.098384,0.107966,2018-06-12 16:52:46,
1109,0.0309,0.0279,0.0248,0.0309,0.0566,0.0762,-0.089868,0.115841,2018-06-12 16:52:48,
1118,0.032,0.0284,0.0253,0.032,0.0576,0.0778,-0.077334,0.110731,2018-06-12 16:52:49,
1119,0.0339,0.0296,0.026,0.0339,0.0601,0.08,-0.09468,0.103103,2018-06-12 16:52:52,
1128,0.0307,0.0278,0.0251,0.0307,0.0563,0.0772,-0.074653,0.1105,2018-06-12 16:52:53,
1129,0.036,0.032,0.0286,0.036,0.065,0.0882,-0.084603,0.093771,2018-06-12 16:52:54,
1151,0.033,0.0288,0.0251,0.033,0.0584,0.0773,-0.095468,0.106973,2018-06-12 16:53:01,
1199,,,,,,,,,2018-06-12 16:53:02,
1201,0.0031,0.0052,0.0075,0.0031,0.0104,0.0226,-0.106636,0.420178,2018-06-12 16:53:03,
1220,0.003,0.0057,0.0083,0.003,0.0115,0.025,-0.10349,0.420322,2018-06-12 16:53:04,
1222,,,,,,,,,2018-06-12 16:53:05,
1223,0.0123,0.0142,0.0163,0.0123,0.0286,0.0498,-0.090706,0.227863,2018-06-12 17:01:40,
1224,,,,,,,,,2018-06-12 17:01:41,
1225,0.0095,0.0126,0.0155,0.0095,0.0254,0.0472,-0.105265,0.256487,2018-06-12 17:01:42,
1226,-0.0022,-0.0005,0.0019,-0.0022,-0.0011,0.0058,-0.112192,0.554189,2018-06-12 17:01:43,
1229,,,,,,,,,2018-06-12 17:01:44,
1230,0.0095,0.0063,0.0073,0.0095,0.0127,0.022,-0.112171,0.273698,2018-06-12 17:01:45,
1235,0.0102,0.0123,0.0146,0.0102,0.0247,0.0443,-0.098312,0.26069,2018-06-12 17:01:46,
1236,0.0098,0.012,0.0144,0.0098,0.0242,0.0439,-0.103907,0.264717,2018-06-12 17:01:47,
1237,0.0021,0.0056,0.0086,0.0021,0.0112,0.0261,-0.11059,0.442867,2018-06-12 17:01:48,
1238,0.0062,0.0095,0.0127,0.0062,0.0192,0.0384,-0.122262,0.325733,2018-06-12 17:01:49,
1240,0.0101,0.0119,0.0139,0.0101,0.024,0.0423,-0.084643,0.268995,2018-06-12 17:01:50,
1242,,,,,,,,,2018-06-12 17:01:51,
1243,,,,,,,,,2018-06-12 17:01:53,
1244,,,,,,,,,2018-06-12 17:01:54,
1245,,,,,,,,,2018-06-12 17:01:56,
1247,0.0083,0.011,0.0135,0.0083,0.0221,0.041,-0.095943,0.290659,2018-06-12 17:01:57,
1253,,,,,,,,,2018-06-12 17:01:58,
1254,0.0129,0.0144,0.016,0.0129,0.029,0.0488,-0.067637,0.229843,2018-06-12 17:01:59,
1255,,,,,,,,,2018-06-12 17:02:00,
1256,,,,,,,,,2018-06-12 17:02:02,
1257,0.0089,0.0109,0.0131,0.0089,0.0219,0.0398,-0.097691,0.28601,2018-06-12 17:02:03,
1258,,,,,,,,,2018-06-12 17:02:10,
1259,,,,,,,,,2018-06-12 17:02:11,
1260,,,,,,,,,2018-06-12 17:02:13,
1262,0.0123,0.0145,0.0166,0.0123,0.0293,0.0506,-0.074861,0.228068,2018-06-12 17:02:13,
1264,,,,,,,,,2018-06-12 17:02:15,
1266,0.0181,0.0199,0.022,0.0181,0.0403,0.0673,-0.081052,0.158235,2018-06-12 17:02:17,
1267,0.0048,0.0073,0.0101,0.0048,0.0147,0.0305,-0.126051,0.369267,2018-06-12 17:02:18,
1270,,,,,,,,,2018-06-12 17:02:19,
1301,0.0569,0.0483,0.0403,0.0569,0.099,0.126,-0.082462,0.058178,2018-06-12 17:02:20,
1330,0.0559,0.0489,0.0422,0.0559,0.1002,0.1321,-0.063175,0.054096,2018-06-12 17:02:21,
1331,0.0603,0.0541,0.0479,0.0603,0.1111,0.1508,-0.052836,0.046557,2018-06-12 17:02:22,
1337,0.0533,0.0493,0.0454,0.0533,0.101,0.1426,-0.018735,0.049407,2018-06-12 17:02:23,
1338,,,,,,,,,2018-06-12 17:02:24,
1339,0.0564,0.0479,0.0399,0.0564,0.0981,0.1246,-0.085537,0.057519,2018-06-12 17:02:27,
1340,0.0562,0.0482,0.0408,0.0562,0.0988,0.1274,-0.074008,0.0576,2018-06-12 17:02:28,
1341,0.0609,0.0563,0.0517,0.0609,0.1158,0.1633,-0.024361,0.041461,2018-06-12 17:02:29,
1342,0.0512,0.0469,0.0429,0.0512,0.096,0.1344,-0.021658,0.056062,2018-06-12 17:02:30,
1343,,,,,,,,,2018-06-12 17:02:31,
1344,0.0573,0.0494,0.0421,0.0573,0.1012,0.1316,-0.071219,0.055239,2018-06-12 17:02:32,
1346,,,,,,,,,2018-06-12 17:02:34,
1347,,,,,,,,,2018-06-12 17:02:35,
1349,,,,,,,,,2018-06-12 17:02:35,
1350,,,,,,,,,2018-06-12 17:02:37,
1351,0.0566,0.0488,0.0417,0.0566,0.1001,0.1303,-0.069608,0.056064,2018-06-12 17:02:38,
1354,0.0576,0.0495,0.0419,0.0576,0.1014,0.1312,-0.074736,0.055343,2018-06-12 17:02:39,
1355,,,,,,,,,2018-06-12 17:02:41,
1360,0.0555,0.0484,0.0417,0.0555,0.0992,0.1305,-0.064364,0.055015,2018-06-12 17:02:42,
1364,0.058,0.0496,0.0418,0.058,0.1017,0.1307,-0.078529,0.055485,2018-06-12 17:02:43,
1366,0.0494,0.0411,0.0334,0.0494,0.0839,0.1035,-0.09051,0.065077,2018-06-12 17:02:44,
1367,,,,,,,,,2018-06-12 17:02:45,
1368,0.0729,0.059,0.0461,0.0729,0.1214,0.1447,-0.144882,0.04718,2018-06-12 17:02:47,
1370,0.0554,0.0474,0.0399,0.0554,0.0971,0.1246,-0.078374,0.057871,2018-06-12 17:02:47,
1373,0.0562,0.0483,0.0409,0.0562,0.099,0.1279,-0.075663,0.055983,2018-06-12 17:02:48,
1375,0.0583,0.0497,0.0416,0.0583,0.1018,0.1301,-0.082438,0.055728,2018-06-12 17:02:49,
1376,0.06,0.0503,0.0411,0.06,0.103,0.1283,-0.101398,0.054558,2018-06-12 17:02:50,
1378,,,,,,,,,2018-06-12 17:02:51,
1379,,,,,,,,,2018-06-12 17:02:52,
1420,0.0544,0.0459,0.038,0.0544,0.0939,0.1182,-0.084126,0.063145,2018-06-12 17:02:53,
1430,0.0581,0.0505,0.0434,0.0581,0.1035,0.136,-0.065858,0.052892,2018-06-12 17:02:54,
1431,0.0484,0.0411,0.0348,0.0484,0.0839,0.1082,-0.09365,0.058005,2018-06-12 17:02:55,
1432,0.043,0.0363,0.0306,0.043,0.0739,0.0947,-0.083854,0.072602,2018-06-12 17:02:56,
1434,,,,,,,,,2018-06-12 17:02:57,
1436,0.0496,0.0419,0.0345,0.0496,0.0855,0.1072,-0.084163,0.067518,2018-06-12 17:02:58,
1438,,,,,,,,,2018-06-12 17:02:59,
1440,0.055,0.0468,0.0393,0.055,0.0958,0.1225,-0.077532,0.060609,2018-06-12 17:03:02,
1450,0.0372,0.0324,0.0283,0.0372,0.0658,0.0875,-0.050505,0.088832,2018-06-12 17:03:03,
1451,0.0447,0.036,0.0279,0.0447,0.0734,0.0862,-0.103452,0.080841,2018-06-12 17:03:04,
1452,0.0518,0.0443,0.0371,0.0518,0.0905,0.1156,-0.074822,0.064113,2018-06-12 17:03:05,
1453,0.0577,0.05,0.0428,0.0577,0.1025,0.134,-0.068744,0.053957,2018-06-12 17:03:06,
1460,0.0423,0.0374,0.0333,0.0423,0.0762,0.1034,-0.046647,0.072392,2018-06-12 17:03:07,
1462,0.0519,0.0436,0.0358,0.0519,0.0892,0.1113,-0.090374,0.063808,2018-06-12 17:03:10,
1463,0.0403,0.0353,0.0311,0.0403,0.0718,0.0964,-0.049511,0.079906,2018-06-12 17:03:11,
1464,0.0475,0.0422,0.0377,0.0475,0.0861,0.1175,-0.048901,0.060394,2018-06-12 17:03:12,
1467,,,,,,,,,2018-06-12 17:03:13,
1468,0.0542,0.0469,0.0402,0.0542,0.0961,0.1255,-0.064552,0.059227,2018-06-12 17:03:14,
1469,0.0426,0.0368,0.032,0.0426,0.0749,0.099,-0.062,0.073981,2018-06-12 17:03:15,
1473,0.0536,0.0455,0.0377,0.0536,0.093,0.1175,-0.087319,0.059778,2018-06-12 17:03:16,
1474,0.0406,0.0373,0.0343,0.0406,0.0761,0.1066,-0.027979,0.074196,2018-06-12 17:03:17,
1475,0.0554,0.048,0.0412,0.0554,0.0984,0.1289,-0.064564,0.057111,2018-06-12 17:03:18,
1501,0.0577,0.0509,0.0446,0.0577,0.1044,0.1398,-0.054408,0.051216,2018-06-12 17:03:20,
1503,0.0502,0.0414,0.0331,0.0502,0.0844,0.1025,-0.101583,0.066564,2018-06-12 17:03:21,
1504,0.0553,0.0473,0.0397,0.0553,0.0968,0.124,-0.078951,0.058189,2018-06-12 17:03:22,
1505,0.0543,0.0471,0.0401,0.0543,0.0964,0.1253,-0.072639,0.055881,2018-06-12 17:03:23,
1506,0.0512,0.0466,0.0423,0.0512,0.0954,0.1324,-0.027076,0.057082,2018-06-12 17:03:25,
1507,0.0598,0.0528,0.0463,0.0598,0.1084,0.1454,-0.055397,0.04829,2018-06-12 17:03:26,
1510,0.0556,0.0483,0.0414,0.0556,0.0988,0.1295,-0.064662,0.056714,2018-06-12 17:03:28,
1515,0.0451,0.0411,0.0376,0.0451,0.0839,0.1171,-0.018514,0.068413,2018-06-12 17:03:29,
1516,0.0578,0.05,0.0427,0.0578,0.1026,0.1336,-0.073036,0.052817,2018-06-12 17:03:31,
1518,0.0574,0.0504,0.044,0.0574,0.1034,0.1378,-0.056839,0.052187,2018-06-12 17:03:32,
1519,0.0542,0.0458,0.0379,0.0542,0.0937,0.118,-0.09067,0.056786,2018-06-12 17:03:33,
1520,0.0548,0.0478,0.0411,0.0548,0.0979,0.1286,-0.064168,0.056155,2018-06-12 17:03:34,
1521,0.0392,0.0343,0.0302,0.0392,0.0698,0.0935,-0.09784,0.086431,2018-06-12 17:03:35,
1522,0.0524,0.0457,0.0395,0.0524,0.0934,0.1231,-0.057476,0.061126,2018-06-12 17:03:36,
1523,0.051,0.0429,0.0351,0.051,0.0876,0.1091,-0.090021,0.065526,2018-06-12 17:03:37,
1524,0.0532,0.0484,0.0439,0.0532,0.0992,0.1377,-0.028651,0.053798,2018-06-12 17:03:38,
1525,,,,,,,,,2018-06-12 17:03:38,
1527,0.0594,0.0517,0.0444,0.0594,0.1061,0.1392,-0.07021,0.0499,2018-06-12 17:03:39,
1529,0.0527,0.0449,0.0377,0.0527,0.0919,0.1173,-0.074684,0.064275,2018-06-12 17:03:41,
1531,0.055,0.0481,0.0415,0.055,0.0985,0.1298,-0.062494,0.055509,2018-06-12 17:03:42,
1532,0.0488,0.0417,0.035,0.0488,0.0852,0.1087,-0.075035,0.067302,2018-06-12 17:03:43,
1534,0.0569,0.0484,0.0403,0.0569,0.0992,0.1259,-0.089959,0.054355,2018-06-12 17:03:44,
1535,0.0499,0.0447,0.0395,0.0499,0.0914,0.1234,-0.045329,0.062627,2018-06-12 17:03:45,
1536,0.0577,0.0482,0.0394,0.0577,0.0988,0.1228,-0.103882,0.052722,2018-06-12 17:03:46,
1537,0.0543,0.0489,0.0439,0.0543,0.1003,0.1377,-0.036477,0.053542,2018-06-12 17:03:47,
1540,0.0564,0.0511,0.0458,0.0564,0.1049,0.1438,-0.041678,0.050266,2018-06-12 17:03:48,
1541,0.053,0.0465,0.0403,0.053,0.0951,0.1258,-0.057713,0.058263,2018-06-12 17:03:49,
1542,0.0598,0.0527,0.0461,0.0598,0.1081,0.1447,-0.056508,0.048618,2018-06-12 17:03:50,
1543,0.0537,0.0472,0.0411,0.0537,0.0966,0.1285,-0.053776,0.057827,2018-06-12 17:03:52,
1545,0.0555,0.0453,0.0359,0.0555,0.0927,0.1117,-0.112763,0.056627,2018-06-12 17:03:53,
1550,0.0528,0.0468,0.0408,0.0528,0.0958,0.1274,-0.057606,0.059375,2018-06-12 17:03:54,
1560,0.0605,0.0529,0.0457,0.0605,0.1086,0.1434,-0.067963,0.047912,2018-06-12 17:03:54,
1561,,,,,,,,,2018-06-12 17:03:56,
1562,0.0547,0.0495,0.0442,0.0547,0.1014,0.1384,-0.04256,0.05315,2018-06-12 17:03:57,
1564,0.0452,0.0401,0.0348,0.0452,0.0818,0.108,-0.065655,0.07419,2018-10-18 13:07:39,
1566,0.0537,0.0485,0.0432,0.0537,0.0993,0.1354,-0.042613,0.054935,2018-06-12 17:03:59,
1568,0.049,0.0414,0.034,0.049,0.0844,0.1056,-0.084328,0.068754,2018-06-12 17:04:00,
1569,0.0569,0.0488,0.0412,0.0569,0.1001,0.1288,-0.078726,0.055311,2018-06-12 17:04:01,
1570,0.0559,0.0511,0.0466,0.0559,0.1048,0.1464,-0.025738,0.04908,2018-06-12 17:04:02,
1571,0.0592,0.0526,0.0464,0.0592,0.1079,0.1457,-0.050233,0.048276,2018-06-12 17:04:03,
1581,0.0467,0.0382,0.0303,0.0467,0.0779,0.0938,-0.095926,0.072402,2018-06-12 17:04:04,
1583,0.057,0.0496,0.0425,0.057,0.1016,0.1331,-0.068639,0.053275,2018-06-12 17:04:04,
1585,0.0495,0.045,0.0408,0.0495,0.092,0.1275,-0.027217,0.060346,2018-06-12 17:04:06,
1588,0.0545,0.0465,0.0388,0.0545,0.0951,0.1211,-0.080827,0.059967,2018-06-12 17:04:07,
1590,0.0537,0.0459,0.0384,0.0537,0.0939,0.1197,-0.082343,0.058695,2018-06-12 17:04:08,
1602,0.0582,0.0504,0.0432,0.0582,0.1033,0.1351,-0.068736,0.053299,2018-06-12 17:04:08,
1603,0.0586,0.0519,0.0451,0.0586,0.1064,0.1414,-0.064711,0.050971,2018-06-12 17:04:09,
1604,0.0621,0.0536,0.0457,0.0621,0.11,0.1434,-0.075973,0.048801,2018-06-12 17:04:10,
1605,0.0612,0.0535,0.0462,0.0612,0.1098,0.1452,-0.065731,0.048131,2018-06-12 17:04:12,
1606,0.0588,0.0501,0.042,0.0588,0.1028,0.1313,-0.085474,0.053551,2018-06-12 17:04:13,
1607,0.0616,0.0529,0.045,0.0616,0.1087,0.1411,-0.077956,0.049904,2018-06-12 17:04:14,
1608,0.0515,0.0457,0.0405,0.0515,0.0934,0.1264,-0.041525,0.060223,2018-06-12 17:04:16,
1609,0.0542,0.0466,0.0395,0.0542,0.0955,0.1233,-0.072631,0.058988,2018-06-12 17:04:17,
1610,0.0698,0.0605,0.0519,0.0698,0.1246,0.1639,-0.080122,0.039966,2018-06-12 17:04:18,
1611,0.0565,0.0507,0.0449,0.0565,0.104,0.1409,-0.049816,0.051589,2018-06-12 17:04:18,
1612,0.054,0.0472,0.041,0.054,0.0967,0.128,-0.056974,0.057988,2018-06-12 17:04:20,
1701,0.0423,0.0364,0.0315,0.0423,0.0741,0.0974,-0.064383,0.075074,2018-06-12 17:04:21,
1702,0.045,0.0422,0.0398,0.045,0.0862,0.1241,-0.009446,0.061159,2018-06-12 17:04:22,
1718,,,,,,,,,2018-06-12 17:04:23,
1719,0.0368,0.0317,0.0274,0.0368,0.0644,0.0846,-0.060422,0.088738,2018-06-12 17:04:24,
1720,0.0384,0.0333,0.029,0.0384,0.0677,0.0895,-0.06011,0.082982,2018-06-12 17:04:25,
1721,0.0407,0.035,0.0303,0.0407,0.0713,0.0938,-0.06111,0.079338,2018-06-12 17:04:26,
1730,0.0402,0.0355,0.0314,0.0402,0.0722,0.0972,-0.052032,0.076304,2018-06-12 17:04:27,
1731,0.0585,0.052,0.046,0.0585,0.1067,0.1444,-0.075265,0.044139,2018-06-12 17:04:28,
1740,0.0608,0.0491,0.038,0.0608,0.1007,0.1184,-0.136441,0.055773,2018-06-12 17:04:29,
1741,0.0375,0.034,0.0311,0.0375,0.0692,0.0961,-0.026773,0.084523,2018-06-12 17:04:30,
1742,0.0521,0.0456,0.0389,0.0521,0.0932,0.1212,-0.086949,0.055374,2018-10-23 20:10:51,
1745,,,,,,,,,2018-06-12 17:04:32,
1746,0.0432,0.0385,0.0345,0.0432,0.0784,0.1071,-0.043091,0.069571,2018-06-12 17:04:32,
1747,0.053,0.0434,0.0342,0.053,0.0887,0.1062,-0.111848,0.065618,2018-06-12 17:11:28,
1748,0.0449,0.0413,0.0383,0.0449,0.0843,0.1195,-0.020341,0.06319,2018-06-12 17:11:30,
1749,0.0464,0.0415,0.0374,0.0464,0.0848,0.1166,-0.041985,0.062788,2018-06-12 17:11:31,
1752,0.0448,0.0388,0.0338,0.0448,0.0791,0.1048,-0.063714,0.068439,2018-06-12 17:11:32,
1754,0.0467,0.0423,0.0386,0.0467,0.0864,0.1202,-0.033968,0.060995,2018-06-12 17:11:36,
1756,0.05,0.0433,0.0369,0.05,0.0884,0.1147,-0.064617,0.065523,2018-06-12 17:11:37,
1757,0.0552,0.0459,0.0371,0.0552,0.0939,0.1154,-0.103995,0.05987,2018-06-12 17:11:38,
1760,0.0481,0.0426,0.0378,0.0481,0.0869,0.1178,-0.059149,0.057776,2018-06-12 17:11:39,
1770,0.0371,0.0326,0.0289,0.0371,0.0663,0.0891,-0.044577,0.088133,2018-06-12 17:11:40,
1772,0.0498,0.042,0.0346,0.0498,0.0857,0.1073,-0.086227,0.064678,2018-06-12 17:11:41,
1773,0.0508,0.0463,0.0425,0.0508,0.0947,0.1329,-0.036533,0.050761,2018-06-12 17:11:41,
1775,0.038,0.0333,0.0294,0.038,0.0677,0.0907,-0.048212,0.085486,2018-06-12 17:11:42,
1776,0.0366,0.0318,0.0277,0.0366,0.0645,0.0854,-0.056271,0.088824,2018-06-12 17:11:44,
1778,0.0422,0.038,0.0345,0.0422,0.0774,0.1072,-0.033882,0.070985,2018-06-12 17:11:46,
1801,0.0511,0.0459,0.0416,0.0511,0.0939,0.13,-0.043495,0.052715,2018-06-12 17:11:47,
1803,0.0474,0.0417,0.0369,0.0474,0.0852,0.1147,-0.062025,0.059533,2018-06-12 17:11:48,
1810,0.0426,0.0379,0.034,0.0426,0.0772,0.1054,-0.042744,0.071167,2018-06-12 17:11:49,
1821,0.0513,0.0458,0.04,0.0513,0.0936,0.1249,-0.07128,0.055675,2018-10-22 13:12:11,
1824,0.0407,0.0337,0.0277,0.0407,0.0685,0.0854,-0.0958,0.077247,2018-06-12 17:11:52,
1826,0.0499,0.0449,0.0407,0.0499,0.0919,0.1272,-0.040711,0.055458,2018-06-12 17:11:52,
1827,0.0377,0.0325,0.0281,0.0377,0.0661,0.0868,-0.061894,0.085644,2018-06-12 17:11:53,
1830,0.0484,0.042,0.0367,0.0484,0.0858,0.1143,-0.065633,0.060686,2018-06-12 17:11:54,
1832,0.0452,0.0381,0.0321,0.0452,0.0777,0.0993,-0.089662,0.067496,2018-06-12 17:11:55,
1833,0.0403,0.0346,0.0299,0.0403,0.0705,0.0925,-0.061951,0.080604,2018-06-12 17:11:56,
1834,0.0463,0.0417,0.0378,0.0463,0.0851,0.1177,-0.037952,0.062396,2018-06-12 17:11:59,
1835,0.0486,0.0433,0.0389,0.0486,0.0885,0.1214,-0.046357,0.058818,2018-06-12 17:12:00,
1840,0.0571,0.052,0.0476,0.0571,0.1068,0.1497,-0.041307,0.043387,2018-06-12 17:12:01,
1841,0.0523,0.0453,0.0388,0.0523,0.0926,0.1209,-0.091537,0.055765,2018-06-12 17:12:03,
1843,0.0603,0.0539,0.0486,0.0603,0.1108,0.1531,-0.053475,0.040917,2018-06-12 17:12:04,
1844,0.0559,0.0507,0.0464,0.0559,0.104,0.1459,-0.037115,0.045253,2018-06-12 17:12:04,
1845,0.0422,0.0364,0.0315,0.0422,0.0742,0.0976,-0.06816,0.072783,2018-06-12 17:12:05,
1850,0.0557,0.0495,0.0444,0.0557,0.1014,0.1391,-0.054703,0.047442,2018-06-12 17:12:06,
1851,0.0578,0.0508,0.045,0.0578,0.1042,0.1413,-0.066555,0.044621,2018-06-12 17:12:08,
1852,0.0549,0.0492,0.0444,0.0549,0.1008,0.1393,-0.04741,0.047864,2018-06-12 17:12:09,
1854,0.053,0.0461,0.0403,0.053,0.0943,0.1258,-0.071092,0.052491,2018-06-12 17:12:09,
1860,0.0475,0.0428,0.0389,0.0475,0.0875,0.1214,-0.036685,0.059813,2018-06-12 17:12:10,
1862,0.0436,0.0361,0.0297,0.0436,0.0735,0.0919,-0.100684,0.069913,2018-06-12 17:12:12,
1863,0.0445,0.0376,0.0317,0.0445,0.0766,0.0982,-0.086352,0.069022,2018-06-12 17:12:14,
1864,0.043,0.0363,0.0305,0.043,0.0738,0.0943,-0.088551,0.070101,2018-06-12 17:12:15,
1867,0.0481,0.0438,0.0403,0.0481,0.0896,0.1257,-0.030184,0.056835,2018-06-12 17:12:16,
1876,0.0471,0.0412,0.0364,0.0471,0.0841,0.1131,-0.058157,0.062523,2018-06-12 17:12:18,
