Zip Code,1 year CAGR,2 year CAGR,3 year CAGR,1 year returns,2 year returns,3 year returns,max 12 month loss,risk 12 month loss,CREATED,
92684,,,,,,,,,2018-07-10 20:43:35,
92685,,,,,,,,,2018-07-10 20:43:35,
92688,0.0495,0.0361,0.024,0.0495,0.0735,0.0737,-0.259232,0.097168,2018-07-10 20:43:36,
92690,,,,,,,,,2018-07-10 20:43:37,
92691,0.0527,0.0373,0.0238,0.0527,0.076,0.0732,-0.272954,0.09925,2018-10-29 13:23:37,
92692,0.0488,0.0377,0.0281,0.0488,0.0768,0.0867,-0.206344,0.097255,2018-07-10 20:43:38,
92693,,,,,,,,,2018-07-10 20:43:39,
92694,0.0502,0.0369,0.0249,0.0502,0.0752,0.0765,-0.256794,0.094825,2018-07-10 20:43:39,
92697,,,,,,,,,2018-07-10 20:43:40,
92698,,,,,,,,,2018-07-10 20:43:40,
92701,0.0746,0.0565,0.0403,0.0746,0.1163,0.1259,-0.283707,0.062673,2018-07-10 20:43:41,
92702,,,,,,,,,2018-07-10 20:43:41,
92703,0.0746,0.0585,0.0441,0.0746,0.1205,0.1381,-0.250427,0.06035,2018-07-10 20:43:42,
92704,0.0705,0.0531,0.0373,0.0705,0.109,0.1161,-0.288022,0.064699,2018-07-10 20:43:42,
92705,0.0559,0.0434,0.032,0.0559,0.0886,0.0991,-0.236292,0.078304,2018-07-10 20:43:42,
92706,0.0632,0.0487,0.0347,0.0632,0.0997,0.1079,-0.273674,0.069683,2018-07-10 20:43:43,
92707,0.07,0.0518,0.0353,0.07,0.1064,0.1098,-0.300931,0.066434,2018-07-10 20:43:43,
92708,0.0582,0.0475,0.0381,0.0582,0.0972,0.1187,-0.191756,0.070718,2018-07-10 20:43:43,
92709,,,,,,,,,2018-07-10 20:43:44,
92710,,,,,,,,,2018-07-10 20:43:45,
92711,,,,,,,,,2018-07-10 20:43:45,
92712,,,,,,,,,2018-07-10 20:43:46,
92725,,,,,,,,,2018-07-10 20:43:46,
92728,,,,,,,,,2018-07-10 20:43:47,
92735,,,,,,,,,2018-07-10 20:43:47,
92780,0.0557,0.0415,0.0285,0.0557,0.0846,0.0881,-0.270259,0.078631,2018-07-10 20:43:47,
92781,,,,,,,,,2018-07-10 20:43:49,
92782,0.0543,0.044,0.0351,0.0543,0.09,0.109,-0.185099,0.080737,2018-07-10 20:43:50,
92799,,,,,,,,,2018-07-10 20:43:50,
92801,0.063,0.0481,0.0337,0.063,0.0984,0.1045,-0.282777,0.070241,2018-07-10 20:43:51,
92802,0.0628,0.0478,0.0333,0.0628,0.0978,0.1032,-0.28509,0.0707,2018-07-10 20:43:51,
92803,,,,,,,,,2018-07-10 20:43:52,
92804,0.0624,0.0476,0.0334,0.0624,0.0974,0.1036,-0.279408,0.071638,2018-07-10 20:43:52,
92805,0.0642,0.0488,0.034,0.0642,0.1,0.1054,-0.290248,0.067897,2018-07-10 20:43:53,
92806,0.0604,0.0468,0.0337,0.0604,0.0958,0.1047,-0.258466,0.075581,2018-07-10 20:43:54,
92807,0.0549,0.0441,0.0342,0.0549,0.09,0.1061,-0.20371,0.081017,2018-07-10 20:43:54,
92808,0.0498,0.0367,0.0249,0.0498,0.0748,0.0765,-0.25232,0.096352,2018-07-10 20:43:55,
92809,,,,,,,,,2018-07-10 20:43:55,
92811,,,,,,,,,2018-07-10 20:43:56,
92812,,,,,,,,,2018-07-10 20:43:57,
92814,,,,,,,,,2018-07-10 20:43:57,
92815,,,,,,,,,2018-07-10 20:43:58,
92816,,,,,,,,,2018-07-10 20:43:59,
92817,,,,,,,,,2018-07-10 20:43:59,
92821,0.0545,0.0416,0.03,0.0545,0.085,0.0927,-0.243423,0.082156,2018-07-10 20:44:00,
92822,,,,,,,,,2018-07-10 20:44:01,
92823,0.049,0.039,0.0302,0.049,0.0794,0.0933,-0.186506,0.096588,2018-07-10 20:44:01,
92825,,,,,,,,,2018-07-10 20:44:02,
92831,0.0558,0.0412,0.028,0.0558,0.0841,0.0863,-0.27638,0.078452,2018-07-10 20:44:02,
92832,0.0629,0.0485,0.0347,0.0629,0.0994,0.1076,-0.272333,0.070148,2018-07-10 20:44:03,
92833,0.0608,0.0483,0.0364,0.0608,0.0989,0.1133,-0.238563,0.069615,2018-07-10 20:44:03,
92834,,,,,,,,,2018-07-10 20:44:04,
92835,0.0558,0.0449,0.0351,0.0558,0.0919,0.109,-0.202587,0.078674,2018-07-10 20:44:04,
92836,,,,,,,,,2018-07-10 20:44:05,
92837,,,,,,,,,2018-07-10 20:44:05,
92838,,,,,,,,,2018-07-10 20:44:06,
92840,0.0613,0.047,0.0333,0.0613,0.0963,0.1033,-0.271424,0.073721,2018-07-10 20:44:06,
92841,0.0617,0.0488,0.0366,0.0617,0.1,0.1139,-0.244913,0.067738,2018-07-10 20:44:07,
92842,,,,,,,,,2018-07-10 20:44:07,
92843,0.0647,0.0492,0.0344,0.0647,0.1009,0.1066,-0.290939,0.066889,2018-07-10 20:44:08,
92844,0.0643,0.0495,0.0352,0.0643,0.1014,0.1094,-0.279168,0.067424,2018-07-10 20:44:09,
92845,0.0565,0.0445,0.0341,0.0565,0.091,0.1059,-0.217368,0.07458,2018-07-10 20:44:09,
92846,,,,,,,,,2018-07-10 20:44:10,
92850,,,,,,,,,2018-07-10 20:44:11,
92856,,,,,,,,,2018-07-10 20:44:11,
92857,,,,,,,,,2018-07-10 20:44:11,
92859,,,,,,,,,2018-07-10 20:44:12,
92860,0.0826,0.0562,0.0336,0.0826,0.1156,0.1042,-0.473801,0.067076,2018-07-10 20:44:12,
92861,0.0532,0.0418,0.0314,0.0532,0.0853,0.0972,-0.216391,0.085836,2018-07-10 20:44:13,
92862,,,,,,,,,2018-07-10 20:44:13,
92863,,,,,,,,,2018-07-10 20:44:14,
92864,,,,,,,,,2018-07-10 20:44:14,
92865,0.0545,0.0401,0.0271,0.0545,0.0818,0.0835,-0.273211,0.081982,2018-07-10 20:44:15,
92866,0.0573,0.0423,0.0288,0.0573,0.0864,0.0889,-0.281659,0.074666,2018-07-10 20:44:16,
92867,0.0577,0.0453,0.0341,0.0577,0.0927,0.1059,-0.231002,0.073849,2018-07-10 20:44:17,
92868,0.066,0.0504,0.0355,0.066,0.1034,0.1103,-0.290774,0.064388,2018-07-10 20:44:17,
92869,0.0575,0.0452,0.0336,0.0575,0.0925,0.1043,-0.236122,0.077477,2018-07-10 20:44:18,
92870,0.0542,0.0412,0.0295,0.0542,0.0841,0.0911,-0.246074,0.082958,2018-07-10 20:44:18,
92871,,,,,,,,,2018-07-10 20:44:19,
92877,,,,,,,,,2018-07-10 20:44:19,
92878,,,,,,,,,2018-07-10 20:44:20,
92879,0.0759,0.054,0.0354,0.0759,0.1109,0.1099,-0.417416,0.067661,2018-07-10 20:44:21,
92880,0.0655,0.0495,0.0362,0.0655,0.1015,0.1125,-0.322136,0.079127,2018-07-10 20:44:21,
92881,0.0687,0.0503,0.035,0.0687,0.1031,0.1086,-0.364085,0.073972,2018-07-10 20:44:22,
92882,0.0734,0.0525,0.0348,0.0734,0.1078,0.1081,-0.401946,0.071565,2018-07-10 20:44:23,
92883,0.0823,0.0554,0.0325,0.0823,0.114,0.1006,-0.48082,0.068254,2018-07-10 20:44:24,
92885,,,,,,,,,2018-07-10 20:44:24,
92886,0.0508,0.0383,0.027,0.0508,0.078,0.0831,-0.240511,0.093052,2018-07-10 20:44:25,
92887,0.0483,0.0364,0.0255,0.0483,0.0741,0.0786,-0.231479,0.101471,2018-07-10 20:44:26,
92899,,,,,,,,,2018-07-10 20:44:26,
93001,0.0526,0.0476,0.0426,0.0526,0.0976,0.1333,-0.23368,0.084731,2018-10-19 13:15:15,
93002,,,,,,,,,2018-07-10 20:44:28,
93003,0.057,0.0514,0.0434,0.057,0.1055,0.136,-0.261886,0.081801,2018-07-10 20:44:29,
93004,0.0552,0.0499,0.0422,0.0552,0.1023,0.132,-0.252577,0.086301,2018-07-10 20:44:29,
93005,,,,,,,,,2018-07-10 20:44:29,
93006,,,,,,,,,2018-07-10 20:44:30,
93007,,,,,,,,,2018-07-10 20:44:30,
93009,,,,,,,,,2018-07-10 20:44:31,
93010,0.0545,0.0495,0.0423,0.0545,0.1014,0.1325,-0.234594,0.08778,2018-07-10 20:44:31,
93011,,,,,,,,,2018-07-10 20:44:32,
93012,0.0483,0.0437,0.037,0.0483,0.0892,0.1151,-0.223866,0.10746,2018-07-10 20:44:32,
93013,0.0324,0.0319,0.03,0.0324,0.0648,0.0928,-0.219161,0.152341,2018-07-10 20:44:34,
93014,,,,,,,,,2018-07-10 20:44:34,
93015,0.0498,0.0455,0.0387,0.0498,0.0931,0.1207,-0.230706,0.107997,2018-07-10 20:44:34,
93016,,,,,,,,,2018-07-10 20:44:35,
93020,,,,,,,,,2018-07-10 20:44:35,
93021,0.0517,0.0474,0.0406,0.0517,0.0971,0.1269,-0.228509,0.09762,2018-07-10 20:44:36,
93022,0.0576,0.0518,0.0426,0.0576,0.1064,0.1332,-0.305838,0.088123,2018-07-10 20:44:36,
93023,0.0498,0.0407,0.0331,0.0498,0.083,0.1027,-0.218906,0.09845,2018-10-29 13:02:16,
93024,,,,,,,,,2018-07-10 20:44:37,
93030,0.0591,0.054,0.0459,0.0591,0.111,0.144,-0.268044,0.081777,2018-07-10 20:44:38,
93031,,,,,,,,,2018-07-10 20:44:39,
93032,,,,,,,,,2018-07-10 20:44:39,
93033,0.0598,0.0533,0.045,0.0598,0.1094,0.141,-0.255134,0.087729,2018-07-10 20:44:40,
93034,,,,,,,,,2018-07-10 20:44:41,
93035,0.0602,0.0546,0.0456,0.0602,0.1121,0.1431,-0.294104,0.076742,2018-07-10 20:44:41,
93036,0.0557,0.0511,0.0436,0.0557,0.1048,0.1367,-0.24712,0.08981,2018-07-10 20:44:42,
93040,0.0635,0.0566,0.0482,0.0635,0.1163,0.1516,-0.259093,0.083635,2018-07-10 20:44:43,
93041,0.0567,0.0522,0.0449,0.0567,0.1071,0.1409,-0.239884,0.086567,2018-07-10 20:44:44,
93042,,,,,,,,,2018-07-10 20:44:44,
93043,,,,,,,,,2018-07-10 20:44:45,
93044,,,,,,,,,2018-07-10 20:44:45,
93060,0.0546,0.05,0.0426,0.0546,0.1025,0.1332,-0.247599,0.093055,2018-07-10 20:44:46,
93061,,,,,,,,,2018-07-10 20:44:46,
93062,,,,,,,,,2018-07-10 20:44:47,
93063,0.0495,0.0402,0.0313,0.0495,0.082,0.097,-0.234692,0.106202,2018-10-22 13:12:11,
93064,0.0516,0.0471,0.0397,0.0516,0.0963,0.1239,-0.247309,0.102656,2018-07-10 20:44:48,
93065,0.0482,0.039,0.0299,0.0482,0.0794,0.0926,-0.238106,0.112292,2018-10-24 13:16:41,
93066,0.0524,0.0486,0.0424,0.0524,0.0995,0.1327,-0.205577,0.094078,2018-07-10 20:44:50,
93067,,,,,,,,,2018-07-10 20:44:51,
93093,,,,,,,,,2018-07-10 20:44:51,
93094,,,,,,,,,2018-07-10 20:44:52,
93099,,,,,,,,,2018-07-10 20:44:53,
93101,0.0409,0.0404,0.0386,0.0409,0.0824,0.1204,-0.195007,0.109832,2018-07-10 20:44:54,
93102,,,,,,,,,2018-07-10 20:44:54,
93103,0.0373,0.0361,0.0348,0.0373,0.0735,0.1082,-0.113806,0.136207,2018-07-10 20:44:55,
93105,0.0376,0.0371,0.0359,0.0376,0.0756,0.1115,-0.134571,0.129867,2018-07-10 20:44:56,
93106,,,,,,,,,2018-07-10 20:44:56,
93107,,,,,,,,,2018-07-10 20:44:57,
93108,0.0384,0.038,0.0363,0.0384,0.0774,0.1128,-0.199349,0.121619,2018-07-10 20:44:57,
93109,0.0426,0.0422,0.0408,0.0426,0.0863,0.1275,-0.16149,0.104724,2018-07-10 20:44:58,
93110,0.0331,0.0326,0.0309,0.0331,0.0663,0.0956,-0.200321,0.149073,2018-07-10 20:44:58,
93111,0.0373,0.0367,0.0348,0.0373,0.0747,0.1082,-0.197532,0.12578,2018-07-10 20:45:00,
93116,,,,,,,,,2018-07-10 20:45:01,
93117,0.0377,0.0372,0.0355,0.0377,0.0759,0.1104,-0.192504,0.124252,2018-07-10 20:45:01,
93118,,,,,,,,,2018-07-10 20:45:01,
93120,,,,,,,,,2018-07-10 20:45:03,
93121,,,,,,,,,2018-07-10 20:45:03,
93130,,,,,,,,,2018-07-10 20:45:05,
93140,,,,,,,,,2018-07-10 20:45:06,
93150,,,,,,,,,2018-07-10 20:45:07,
93160,,,,,,,,,2018-07-10 20:45:07,
93190,,,,,,,,,2018-07-10 20:45:09,
93199,,,,,,,,,2018-07-10 20:45:09,
93201,0.0711,0.0532,0.039,0.0711,0.1093,0.1215,-0.228972,0.071307,2018-07-10 20:45:10,
93202,0.0885,0.0649,0.0424,0.0885,0.134,0.1325,-0.270748,0.049334,2018-07-10 20:45:11,
93203,0.0467,0.0272,0.0102,0.0467,0.0551,0.031,-0.367202,0.13407,2018-07-10 20:45:11,
93204,0.0602,0.0437,0.0278,0.0602,0.0894,0.0859,-0.207994,0.086825,2018-07-10 20:45:12,
93205,0.0346,0.0155,-0.0001,0.0346,0.0313,-0.0003,-0.387993,0.163652,2018-07-10 20:45:13,
93206,0.0489,0.0311,0.0155,0.0489,0.0631,0.0473,-0.337269,0.122667,2018-07-10 20:45:13,
93207,,,,,,,,,2018-07-10 20:45:14,
93208,,,,,,,,,2018-07-10 20:45:15,
93210,0.123,0.0939,0.0699,0.123,0.1966,0.2248,-0.41402,0.042308,2018-07-10 20:45:20,
93212,0.0771,0.0552,0.0373,0.0771,0.1135,0.1162,-0.275303,0.07211,2018-07-10 20:45:21,
93215,0.0572,0.0335,0.0129,0.0572,0.0681,0.0392,-0.424633,0.097852,2018-07-10 20:45:22,
93216,,,,,,,,,2018-07-10 20:45:22,
93218,0.102,0.0744,0.0512,0.102,0.1543,0.1615,-0.300837,0.057389,2018-07-10 20:45:23,
93219,0.0917,0.0692,0.0509,0.0917,0.1432,0.1607,-0.239897,0.058053,2018-07-10 20:45:23,
93220,,,,,,,,,2018-07-10 20:45:24,
93221,0.0762,0.0548,0.0377,0.0762,0.1125,0.1174,-0.273948,0.066882,2018-07-10 20:45:24,
93222,0.03,0.0215,0.0161,0.03,0.0436,0.049,-0.181555,0.182466,2018-07-10 20:45:25,
93223,0.0984,0.0714,0.0496,0.0984,0.1479,0.1563,-0.286935,0.056993,2018-07-10 20:45:25,
93224,,,,,,,,,2018-07-10 20:45:26,
93225,0.052,0.048,0.0416,0.052,0.0984,0.1301,-0.213315,0.099146,2018-07-10 20:45:26,
93226,,,,,,,,,2018-07-10 20:45:27,
93227,,,,,,,,,2018-07-10 20:45:27,
93230,0.0637,0.0461,0.029,0.0637,0.0944,0.0896,-0.234744,0.06621,2018-07-10 20:45:28,
93232,,,,,,,,,2018-07-10 20:45:29,
93234,0.1108,0.0878,0.0675,0.1108,0.1833,0.2166,-0.361013,0.049366,2018-07-10 20:45:29,
93235,0.0945,0.0679,0.0463,0.0945,0.1403,0.1453,-0.287334,0.062481,2018-07-10 20:45:30,
93237,,,,,,,,,2018-07-10 20:45:30,
93238,0.0438,0.0316,0.0203,0.0438,0.0642,0.0623,-0.249915,0.140703,2018-07-10 20:45:30,
93239,0.0642,0.0492,0.0345,0.0642,0.1009,0.107,-0.188137,0.086163,2018-07-10 20:45:31,
93240,0.0406,0.0244,0.011,0.0406,0.0493,0.0332,-0.332978,0.132325,2018-07-10 20:45:32,
93241,0.0477,0.0262,0.0067,0.0477,0.0532,0.0203,-0.412739,0.133431,2018-07-10 20:45:33,
93242,0.081,0.0655,0.0522,0.081,0.1354,0.1649,-0.276037,0.063438,2018-07-10 20:45:33,
93243,0.0786,0.0634,0.0491,0.0786,0.1308,0.1547,-0.245372,0.055672,2018-07-10 20:45:34,
93244,,,,,,,,,2018-07-10 20:45:35,
93245,0.0604,0.045,0.0299,0.0604,0.092,0.0924,-0.206568,0.07143,2018-07-10 20:45:35,
93246,,,,,,,,,2018-07-10 20:45:36,
93247,0.081,0.0608,0.0438,0.081,0.1254,0.1372,-0.228417,0.07599,2018-07-10 20:45:37,
93249,0.0513,0.0312,0.0122,0.0513,0.0634,0.0371,-0.401695,0.116246,2018-07-10 20:45:37,
93250,0.0562,0.0285,0.0056,0.0562,0.0578,0.0169,-0.468895,0.09989,2018-07-10 20:45:38,
93251,,,,,,,,,2018-07-10 20:45:38,
93252,0.0423,0.0389,0.0336,0.0423,0.0794,0.1043,-0.183643,0.132137,2018-07-10 20:45:39,
93254,,,,,,,,,2018-07-10 20:45:40,
93255,,,,,,,,,2018-07-10 20:45:40,
93256,0.102,0.0748,0.0528,0.102,0.1551,0.1668,-0.286267,0.052294,2018-07-10 20:45:41,
93257,0.0959,0.0699,0.0491,0.0959,0.1446,0.1547,-0.283618,0.053942,2018-07-10 20:45:41,
93258,0.1106,0.0801,0.0555,0.1106,0.1666,0.176,-0.315243,0.047095,2018-07-10 20:45:42,
93260,,,,,,,,,2018-07-10 20:45:42,
93261,0.108,0.0802,0.0558,0.108,0.1668,0.177,-0.309623,0.052942,2018-07-10 20:45:43,
93262,,,,,,,,,2018-07-10 20:45:43,
93263,0.0441,0.0256,0.0095,0.0441,0.0519,0.0287,-0.353294,0.145093,2018-07-10 20:45:44,
93265,0.0716,0.0535,0.0385,0.0716,0.1098,0.1201,-0.229855,0.076202,2018-07-10 20:45:45,
93266,0.0929,0.0662,0.0402,0.0929,0.1368,0.1256,-0.314068,0.054586,2018-07-10 20:45:45,
93267,0.0668,0.0479,0.0319,0.0668,0.0982,0.0989,-0.225572,0.109094,2018-07-10 20:45:46,
93268,0.0376,0.0208,0.007,0.0376,0.0421,0.0211,-0.326774,0.164055,2018-07-10 20:45:47,
93270,0.0929,0.0668,0.0459,0.0929,0.138,0.144,-0.288511,0.058692,2018-07-10 20:45:47,
93271,0.0663,0.0488,0.0366,0.0663,0.1,0.1139,-0.220752,0.069942,2018-07-10 20:45:48,
93272,0.0921,0.0665,0.0456,0.0921,0.1374,0.143,-0.309749,0.052707,2018-07-10 20:45:48,
93274,0.0716,0.05,0.0322,0.0716,0.1025,0.0998,-0.277882,0.084016,2018-07-10 20:45:48,
93275,,,,,,,,,2018-07-10 20:45:49,
93276,,,,,,,,,2018-07-10 20:45:49,
93277,0.0588,0.042,0.0261,0.0588,0.0857,0.0804,-0.26454,0.11004,2018-10-30 20:36:05,
93278,,,,,,,,,2018-07-10 20:45:51,
93279,,,,,,,,,2018-07-10 20:45:52,
93280,0.0624,0.0353,0.0118,0.0624,0.0717,0.0358,-0.46859,0.085592,2018-07-10 20:45:53,
93282,,,,,,,,,2018-07-10 20:45:54,
93283,0.0416,0.0231,0.0078,0.0416,0.0467,0.0237,-0.352659,0.142679,2018-07-10 20:45:55,
93285,0.0399,0.0191,0.002,0.0399,0.0385,0.006,-0.412372,0.133099,2018-07-10 20:45:55,
93286,0.1108,0.0809,0.0548,0.1108,0.1683,0.1735,-0.33107,0.053668,2018-07-10 20:45:56,
93287,,,,,,,,,2018-07-10 20:45:56,
93290,,,,,,,,,2018-07-10 20:45:56,
93291,0.0623,0.0456,0.033,0.0623,0.0933,0.1022,-0.21573,0.085635,2018-07-10 20:45:57,
93292,0.0596,0.0418,0.0282,0.0596,0.0853,0.0871,-0.234993,0.095389,2018-07-10 20:45:58,
93301,0.046,0.0197,-0.0016,0.046,0.0399,-0.0049,-0.465427,0.124618,2018-07-10 20:45:58,
93302,,,,,,,,,2018-07-10 20:45:59,
93303,,,,,,,,,2018-07-10 20:46:00,
93304,0.0394,0.0204,0.0049,0.0394,0.0413,0.0147,-0.361319,0.154703,2018-07-10 20:46:01,
93305,0.0423,0.0215,0.0045,0.0423,0.0436,0.0136,-0.388415,0.139782,2018-07-10 20:46:01,
93306,0.0481,0.0223,0.0012,0.0481,0.045,0.0037,-0.457764,0.115738,2018-07-10 20:46:02,
93307,0.0436,0.0244,0.0084,0.0436,0.0495,0.0255,-0.354458,0.144036,2018-07-10 20:46:03,
93308,0.0386,0.017,-0.0007,0.0386,0.0343,-0.0021,-0.425766,0.139456,2018-07-10 20:46:04,
93309,0.0318,0.0129,-0.002,0.0318,0.026,-0.0059,-0.387819,0.169324,2018-07-10 20:46:05,
93311,0.0252,0.0127,0.0038,0.0252,0.0256,0.0114,-0.27151,0.215376,2018-07-10 20:46:06,
93312,0.0308,0.0166,0.006,0.0308,0.0335,0.0181,-0.300013,0.175078,2018-07-10 20:46:07,
93313,0.034,0.0159,0.0016,0.034,0.032,0.0047,-0.373214,0.155915,2018-07-10 20:46:08,
93314,0.0326,0.0195,0.0096,0.0326,0.0394,0.0292,-0.278053,0.16461,2018-07-10 20:46:08,
93380,,,,,,,,,2018-07-10 20:46:09,
93381,,,,,,,,,2018-07-10 20:46:09,
93382,,,,,,,,,2018-07-10 20:46:10,
93383,,,,,,,,,2018-07-10 20:46:11,
93384,,,,,,,,,2018-07-10 20:46:11,
93385,,,,,,,,,2018-07-10 20:46:12,
93386,,,,,,,,,2018-07-10 20:46:13,
93387,,,,,,,,,2018-07-10 20:46:13,
93388,,,,,,,,,2018-07-10 20:46:14,
93389,,,,,,,,,2018-07-10 20:46:14,
93390,,,,,,,,,2018-07-10 20:46:14,
93401,0.0523,0.0481,0.0436,0.0523,0.0985,0.1367,-0.109756,0.074443,2018-07-10 20:46:15,
93402,0.0401,0.0366,0.0326,0.0401,0.0745,0.1012,-0.099534,0.118562,2018-07-10 20:46:16,
93403,,,,,,,,,2018-07-10 20:46:16,
93405,0.0619,0.0573,0.0525,0.0619,0.1179,0.1659,-0.111576,0.054527,2018-07-10 20:46:17,
93406,,,,,,,,,2018-07-10 20:46:17,
93407,,,,,,,,,2018-07-10 20:46:18,
93408,,,,,,,,,2018-07-10 20:46:18,
93409,,,,,,,,,2018-07-10 20:46:19,
93410,,,,,,,,,2018-07-10 20:46:19,
93412,,,,,,,,,2018-07-10 20:46:20,
93420,0.0513,0.0477,0.0436,0.0513,0.0976,0.1367,-0.092346,0.079063,2018-07-10 20:46:22,
93421,,,,,,,,,2018-07-10 20:46:23,
93422,0.0383,0.035,0.0313,0.0383,0.0712,0.097,-0.092721,0.126239,2018-07-10 20:46:23,
93423,,,,,,,,,2018-07-10 20:46:25,
93424,,,,,,,,,2018-07-10 20:46:25,
93426,0.0479,0.0403,0.0341,0.0479,0.0822,0.1058,-0.188541,0.099557,2018-07-10 20:46:26,
93427,0.033,0.0324,0.0311,0.033,0.0659,0.0961,-0.157956,0.155105,2018-07-10 20:46:26,
93428,0.0499,0.0458,0.0413,0.0499,0.0938,0.1292,-0.112972,0.082111,2018-07-10 20:46:27,
93429,,,,,,,,,2018-07-10 20:46:28,
93430,0.0481,0.0436,0.0392,0.0481,0.0891,0.1223,-0.096415,0.093088,2018-07-10 20:46:28,
93432,,,,,,,,,2018-07-10 20:46:30,
93433,0.0534,0.0498,0.0458,0.0534,0.1021,0.1437,-0.089535,0.073475,2018-07-10 20:46:30,
93434,0.0412,0.0392,0.0374,0.0412,0.0799,0.1163,-0.160238,0.119622,2018-07-10 20:46:31,
93435,,,,,,,,,2018-07-10 20:46:31,
93436,0.028,0.0265,0.0248,0.028,0.0537,0.0763,-0.168002,0.196479,2018-07-10 20:46:32,
93437,0.0303,0.0297,0.0292,0.0303,0.0603,0.0902,-0.041518,0.178219,2018-07-10 20:46:32,
93438,,,,,,,,,2018-07-10 20:46:33,
93440,0.0342,0.0339,0.0324,0.0342,0.0689,0.1005,-0.169311,0.144806,2018-07-10 20:46:34,
93441,0.0342,0.0339,0.0326,0.0342,0.0689,0.101,-0.149239,0.14594,2018-07-10 20:46:34,
93442,0.0509,0.0468,0.0421,0.0509,0.0957,0.1317,-0.116819,0.079334,2018-07-10 20:46:35,
93443,,,,,,,,,2018-07-10 20:46:36,
93444,0.0485,0.0447,0.0404,0.0485,0.0913,0.1262,-0.105586,0.085826,2018-07-10 20:46:36,
93445,0.0462,0.0423,0.0379,0.0462,0.0863,0.1179,-0.110285,0.095438,2018-07-10 20:46:36,
93446,0.0436,0.0401,0.0367,0.0436,0.0818,0.1142,-0.070066,0.105922,2018-07-10 20:46:37,
93447,,,,,,,,,2018-07-10 20:46:38,
93448,,,,,,,,,2018-07-10 20:46:38,
93449,0.0574,0.053,0.0482,0.0574,0.1088,0.1518,-0.112856,0.062917,2018-07-10 20:46:39,
93450,,,,,,,,,2018-07-10 20:46:40,
93451,0.0416,0.0352,0.03,0.0416,0.0716,0.0929,-0.144745,0.127559,2018-07-10 20:46:40,
93452,,,,,,,,,2018-07-10 20:46:40,
93453,0.0539,0.0504,0.0464,0.0539,0.1032,0.1459,-0.085986,0.072118,2018-07-10 20:46:41,
93454,0.0359,0.0344,0.0327,0.0359,0.07,0.1014,-0.160737,0.143603,2018-07-10 20:46:41,
93455,0.0385,0.0347,0.0308,0.0385,0.0705,0.0951,-0.18768,0.141925,2018-10-22 13:12:12,
93456,,,,,,,,,2018-07-10 20:46:42,
93457,,,,,,,,,2018-07-10 20:46:43,
93458,0.0398,0.038,0.0364,0.0398,0.0774,0.1131,-0.14074,0.125845,2018-07-10 20:46:43,
93460,0.04,0.0395,0.0378,0.04,0.0805,0.1178,-0.187684,0.114057,2018-07-10 20:46:43,
93461,0.0426,0.0393,0.0361,0.0426,0.0802,0.1123,-0.065091,0.109141,2018-07-10 20:46:44,
93463,0.0421,0.041,0.0387,0.0421,0.0838,0.1205,-0.235704,0.105109,2018-07-10 20:46:45,
93464,,,,,,,,,2018-07-10 20:46:45,
93465,0.0452,0.0437,0.0422,0.0452,0.0894,0.1319,-0.015181,0.091877,2018-07-10 20:46:46,
93475,,,,,,,,,2018-07-10 20:46:46,
93483,,,,,,,,,2018-07-10 20:46:46,
93501,0.0416,0.0248,0.0107,0.0416,0.0502,0.0326,-0.316526,0.152218,2018-07-10 20:46:47,
93502,,,,,,,,,2018-07-10 20:46:47,
93504,,,,,,,,,2018-07-10 20:46:48,
93505,0.0354,0.014,-0.0036,0.0354,0.0282,-0.0107,-0.404584,0.179454,2018-07-10 20:46:49,
93510,0.0555,0.0435,0.0322,0.0555,0.0889,0.0996,-0.233105,0.082525,2018-07-10 20:46:49,
93512,,,,,,,,,2018-07-10 20:46:50,
93513,,,,,,,,,2018-07-10 20:46:50,
93514,,,,,,,,,2018-07-10 20:46:51,
93515,,,,,,,,,2018-07-10 20:46:52,
93516,0.0713,0.0536,0.0389,0.0713,0.11,0.1211,-0.311715,0.085159,2018-07-10 20:46:52,
93517,,,,,,,,,2018-07-10 20:46:53,
93518,,,,,,,,,2018-07-10 20:46:53,
93519,,,,,,,,,2018-07-10 20:46:54,
93522,,,,,,,,,2018-07-10 20:46:54,
93523,0.0469,0.0245,0.0058,0.0469,0.0495,0.0175,-0.402624,0.131364,2018-07-10 20:46:55,
93524,,,,,,,,,2018-07-10 20:46:55,
93526,,,,,,,,,2018-07-10 20:46:56,
93527,0.0724,0.0538,0.039,0.0724,0.1106,0.1215,-0.212393,0.081621,2018-07-10 20:46:56,
93528,,,,,,,,,2018-07-10 20:46:56,
93529,,,,,,,,,2018-07-10 20:46:57,
93530,,,,,,,,,2018-07-10 20:46:58,
93531,,,,,,,,,2018-07-10 20:46:59,
93532,0.0645,0.0516,0.0392,0.0645,0.1059,0.1222,-0.241218,0.066058,2018-07-10 20:46:59,
93534,0.0658,0.0487,0.0331,0.0658,0.0997,0.1026,-0.288052,0.07428,2018-07-10 20:47:00,
93535,0.0565,0.0446,0.0331,0.0565,0.0912,0.1026,-0.228947,0.084671,2018-07-10 20:47:00,
93536,0.0567,0.0437,0.0312,0.0567,0.0893,0.0964,-0.250908,0.084763,2018-07-10 20:47:01,
93539,,,,,,,,,2018-07-10 20:47:01,
93541,,,,,,,,,2018-07-10 20:47:02,
